review,rating,tokens,clean_text
"I love this game so much, probably my comfort game. Amazing lore, the map is fun, unique character designs, and I personally think the gacha system isn't that bad. I've built a lot of great friendships on it. 1000% recommend it!!",5,"['love', 'game', 'much', 'probably', 'comfort', 'game', 'amazing', 'lore', 'map', 'fun', 'unique', 'character', 'design', 'personally', 'think', 'gacha', 'system', 'isnt', 'bad', 'ive', 'built', 'lot', 'great', 'friendship', 'recommend']",love game much probably comfort game amazing lore map fun unique character design personally think gacha system isnt bad ive built lot great friendship recommend
"i love this game so much back then when I started playing last year now they're so greedy with the pulls like WDYM WERE ONLY GETTING 60+ PULLS ON THE NEXT PATCH WHAT?? ITS NOT EVEN ENOUGH TO REACH SOFT PITY🥀💔AND THEY DIDN'T RERUN MY BABY BOY KINICH. THE AUDACITY and this game gets boring omg like I don't feel motivated to jump around In the game and why r the events so boring like they always put the ""defeat the enemies and get blablabla points"" if genshin keeps doing this OMG😭",1,"['love', 'game', 'much', 'back', 'started', 'playing', 'last', 'year', 'theyre', 'greedy', 'pull', 'like', 'wdym', 'getting', 'pull', 'next', 'patch', 'even', 'enough', 'reach', 'soft', 'pityand', 'didnt', 'rerun', 'baby', 'boy', 'kinich', 'audacity', 'game', 'get', 'boring', 'omg', 'like', 'dont', 'feel', 'motivated', 'jump', 'around', 'game', 'event', 'boring', 'like', 'always', 'put', 'defeat', 'enemy', 'get', 'blablabla', 'point', 'genshin', 'keep', 'omg']",love game much back started playing last year theyre greedy pull like wdym getting pull next patch even enough reach soft pityand didnt rerun baby boy kinich audacity game get boring omg like dont feel motivated jump around game event boring like always put defeat enemy get blablabla point genshin keep omg
I have been playing for 3 years but ever since nodkrai release the rewards have been decreasing bit by bit I mean 60pulls is not enough for 2 limited characters and lohen isn’t even a standard so like this is madness there is also barely any game content too so how are we supposed to play when there is nothing to do It’s not fun anymore it’s just getting more stressful for ppl who spend money and ppl who don’t spend plz just stop,1,"['playing', 'year', 'ever', 'since', 'nodkrai', 'release', 'reward', 'decreasing', 'bit', 'bit', 'mean', 'pull', 'enough', 'limited', 'character', 'lohen', 'isnt', 'even', 'standard', 'like', 'madness', 'also', 'barely', 'game', 'content', 'supposed', 'play', 'nothing', 'fun', 'anymore', 'getting', 'stressful', 'ppl', 'spend', 'money', 'ppl', 'dont', 'spend', 'plz', 'stop']",playing year ever since nodkrai release reward decreasing bit bit mean pull enough limited character lohen isnt even standard like madness also barely game content supposed play nothing fun anymore getting stressful ppl spend money ppl dont spend plz stop
"The rewards in this game are incredibly stingy !!!! Why are the new lunar reactions locked behind 5* characters? And not only that, we cant even pull for them to keep up with the current meta or to just simply kill any of the nod-krai bosses, because we don't even get enough pulls to hit SOFT pity. The game has gotten to a point where it's not F2P friendly with each patch, and really ruins the experience.",1,"['reward', 'game', 'incredibly', 'stingy', 'new', 'lunar', 'reaction', 'locked', 'behind', 'character', 'cant', 'even', 'pull', 'keep', 'current', 'meta', 'simply', 'kill', 'nodkrai', 'boss', 'dont', 'even', 'get', 'enough', 'pull', 'hit', 'soft', 'pity', 'game', 'gotten', 'point', 'friendly', 'patch', 'really', 'ruin', 'experience']",reward game incredibly stingy new lunar reaction locked behind character cant even pull keep current meta simply kill nodkrai boss dont even get enough pull hit soft pity game gotten point friendly patch really ruin experience
Amazing game but its really hard to get any new characters and farming for primo takes a long time also the game is really detailed so it lags alot but other and my luck is pretty bad so I barely get a 5 star which is annoying and makes the game even more boring imo,1,"['amazing', 'game', 'really', 'hard', 'get', 'new', 'character', 'farming', 'primo', 'take', 'long', 'time', 'also', 'game', 'really', 'detailed', 'lag', 'alot', 'luck', 'pretty', 'bad', 'barely', 'get', 'star', 'annoying', 'make', 'game', 'even', 'boring', 'imo']",amazing game really hard get new character farming primo take long time also game really detailed lag alot luck pretty bad barely get star annoying make game even boring imo
i really thought this game sucks at first but when i play it it's actually amazing i like how the story and all the details they put in it everything is great it's really worth it downloading 45GB+ it only took 45 minutes to download all of that i really thought it would take forever and surprisingly my phone can handle the highest graphic without any sign of lagging,5,"['really', 'thought', 'game', 'suck', 'first', 'play', 'actually', 'amazing', 'like', 'story', 'detail', 'put', 'everything', 'great', 'really', 'worth', 'downloading', 'took', 'minute', 'download', 'really', 'thought', 'would', 'take', 'forever', 'surprisingly', 'phone', 'handle', 'highest', 'graphic', 'without', 'sign', 'lagging']",really thought game suck first play actually amazing like story detail put everything great really worth downloading took minute download really thought would take forever surprisingly phone handle highest graphic without sign lagging
"wayyy too little primogems for us f2p players out there, increase it!!! genuinely increase the amount of primogems your giving to your players, unless you want to lose ur players since most of them are free to play (meaning: little to no spending) it really shows how greedy you people have always been. do better multi billion dollar company.",1,"['wayyy', 'little', 'primogems', 'player', 'increase', 'genuinely', 'increase', 'amount', 'primogems', 'giving', 'player', 'unless', 'want', 'lose', 'player', 'since', 'free', 'play', 'meaning', 'little', 'spending', 'really', 'show', 'greedy', 'people', 'always', 'better', 'multi', 'billion', 'dollar', 'company']",wayyy little primogems player increase genuinely increase amount primogems giving player unless want lose player since free play meaning little spending really show greedy people always better multi billion dollar company
"As an f2p who is online pretty much everyday, it's evidently harder to farm primogems as of latest versions. I mean, seriously, 60 pulls per patch? Hard pity only comes around 70-75, and for people who are less fortunate, maybe even 80+. Endgame content gives an decent-ish amount, but it's hard when you don't have the suitable characters or team for it, especially in Stygian Onslaught. Stop being stingy with rewards... At least give 70 per patch.",1,"['online', 'pretty', 'much', 'everyday', 'evidently', 'harder', 'farm', 'primogems', 'latest', 'version', 'mean', 'seriously', 'pull', 'per', 'patch', 'hard', 'pity', 'come', 'around', 'people', 'less', 'fortunate', 'maybe', 'even', 'endgame', 'content', 'give', 'decentish', 'amount', 'hard', 'dont', 'suitable', 'character', 'team', 'especially', 'stygian', 'onslaught', 'stop', 'stingy', 'reward', 'least', 'give', 'per', 'patch']",online pretty much everyday evidently harder farm primogems latest version mean seriously pull per patch hard pity come around people less fortunate maybe even endgame content give decentish amount hard dont suitable character team especially stygian onslaught stop stingy reward least give per patch
"6 years into this game and I've never witnessed such greed from their part. 2 limited new characters with only 60 f2p pulls per patch is just pure stinginess and greed. Ever since Miliastra was added the quality have been dropping. We haven't received any QoL since 6.0, inconsistent map expansions, powercreep, this game just keeps downgrading.",1,"['year', 'game', 'ive', 'never', 'witnessed', 'greed', 'part', 'limited', 'new', 'character', 'pull', 'per', 'patch', 'pure', 'stinginess', 'greed', 'ever', 'since', 'miliastra', 'added', 'quality', 'dropping', 'havent', 'received', 'qol', 'since', 'inconsistent', 'map', 'expansion', 'powercreep', 'game', 'keep', 'downgrading']",year game ive never witnessed greed part limited new character pull per patch pure stinginess greed ever since miliastra added quality dropping havent received qol since inconsistent map expansion powercreep game keep downgrading
"The game is really good, But the rewards each version is giving are really low. Each Version they release a new character to support a niché archetype and a version's rewards aren't enough to secure a guaranteed Character",1,"['game', 'really', 'good', 'reward', 'version', 'giving', 'really', 'low', 'version', 'release', 'new', 'character', 'support', 'nich', 'archetype', 'version', 'reward', 'arent', 'enough', 'secure', 'guaranteed', 'character']",game really good reward version giving really low version release new character support nich archetype version reward arent enough secure guaranteed character
"Genshin Impact doesn't give enough rewards for F2P players, they're purposely putting anticipated characters back to back and the money some players spend isn't even put into the effort of making the game more pleasant. The writing is lazy, characters often have similar back stories and it just gets very repetitive.",1,"['genshin', 'impact', 'doesnt', 'give', 'enough', 'reward', 'player', 'theyre', 'purposely', 'putting', 'anticipated', 'character', 'back', 'back', 'money', 'player', 'spend', 'isnt', 'even', 'put', 'effort', 'making', 'game', 'pleasant', 'writing', 'lazy', 'character', 'often', 'similar', 'back', 'story', 'get', 'repetitive']",genshin impact doesnt give enough reward player theyre purposely putting anticipated character back back money player spend isnt even put effort making game pleasant writing lazy character often similar back story get repetitive
"Greedy company, f2p players are getting very little primogems even though they're releasing highly anticipated characters, insanely long dialogue and they refuse to give skip buttons, they don't put effort in character designs anymore, never listens to players unless they're losing money",2,"['greedy', 'company', 'player', 'getting', 'little', 'primogems', 'even', 'though', 'theyre', 'releasing', 'highly', 'anticipated', 'character', 'insanely', 'long', 'dialogue', 'refuse', 'give', 'skip', 'button', 'dont', 'put', 'effort', 'character', 'design', 'anymore', 'never', 'listens', 'player', 'unless', 'theyre', 'losing', 'money']",greedy company player getting little primogems even though theyre releasing highly anticipated character insanely long dialogue refuse give skip button dont put effort character design anymore never listens player unless theyre losing money
"This is new review, before this i give 4 star but now i will give 5 star. This game change me, i appreciate more and more about my character especially Kazuha. This game is very fun when u know what to do, and having purpose in the game. for me, to build the best for my kazuha and ofc the main plot. other than roblox and Minecraft, this game is very unique and i love it. thank you Hoyo.",5,"['new', 'review', 'give', 'star', 'give', 'star', 'game', 'change', 'appreciate', 'character', 'especially', 'kazuha', 'game', 'fun', 'know', 'purpose', 'game', 'build', 'best', 'kazuha', 'ofc', 'main', 'plot', 'roblox', 'minecraft', 'game', 'unique', 'love', 'thank', 'hoyo']",new review give star give star game change appreciate character especially kazuha game fun know purpose game build best kazuha ofc main plot roblox minecraft game unique love thank hoyo
"I hate how it's turning more and more insufferable to play. Ive always loved the battle and showcasing being a f2p player until this year because it's lit so hard to get a character you want when ur an endgame player who maxed out everything already and now there's literally nothing to farm. Welkin and bp doesn't even help much because you'll still be able to lose 50/50 and then what? meanwhile I hear in other hoyo games, y'all easily get 10 pulls after an hour of farming? lock tf in hoyo.",2,"['hate', 'turning', 'insufferable', 'play', 'ive', 'always', 'loved', 'battle', 'showcasing', 'player', 'year', 'lit', 'hard', 'get', 'character', 'want', 'endgame', 'player', 'maxed', 'everything', 'already', 'there', 'literally', 'nothing', 'farm', 'welkin', 'doesnt', 'even', 'help', 'much', 'youll', 'still', 'able', 'lose', 'meanwhile', 'hear', 'hoyo', 'game', 'yall', 'easily', 'get', 'pull', 'hour', 'farming', 'lock', 'hoyo']",hate turning insufferable play ive always loved battle showcasing player year lit hard get character want endgame player maxed everything already there literally nothing farm welkin doesnt even help much youll still able lose meanwhile hear hoyo game yall easily get pull hour farming lock hoyo
this is the time where i installed this app again hoping it won't crash again at any quest last time linnea event i didn't play properly because of that also always fps drop the old phone flagship its more like a normal phone now. i want better experience and stop installing milliastra thingy idk the name but this is most unused all the time.,1,"['time', 'installed', 'app', 'hoping', 'wont', 'crash', 'quest', 'last', 'time', 'linnea', 'event', 'didnt', 'play', 'properly', 'also', 'always', 'fps', 'drop', 'old', 'phone', 'flagship', 'like', 'normal', 'phone', 'want', 'better', 'experience', 'stop', 'installing', 'milliastra', 'thingy', 'idk', 'name', 'unused', 'time']",time installed app hoping wont crash quest last time linnea event didnt play properly also always fps drop old phone flagship like normal phone want better experience stop installing milliastra thingy idk name unused time
"I'm a returnee. Again, it's still awful. Please add a skip button. Fix your outdated mechanics. This game was so good when I first played it but coming back to play it again, I just feel drained playing this game. It's just not f2p friendly.",1,"['returnee', 'still', 'awful', 'please', 'add', 'skip', 'button', 'fix', 'outdated', 'mechanic', 'game', 'good', 'first', 'played', 'coming', 'back', 'play', 'feel', 'drained', 'playing', 'game', 'friendly']",returnee still awful please add skip button fix outdated mechanic game good first played coming back play feel drained playing game friendly
"if you like open world games with good lore and pretty characters ( that you have to gamble for) then this game is for you. it's f2p friendly though you do have to go in with the mindset that not everyone you want you'll get. if you're looking to play, good advice would be to go slow and or at your own pace because the game has so much it can be overwhelming. I hope to see you traveler",5,"['like', 'open', 'world', 'game', 'good', 'lore', 'pretty', 'character', 'gamble', 'game', 'friendly', 'though', 'mindset', 'everyone', 'want', 'youll', 'get', 'youre', 'looking', 'play', 'good', 'advice', 'would', 'slow', 'pace', 'game', 'much', 'overwhelming', 'hope', 'see', 'traveler']",like open world game good lore pretty character gamble game friendly though mindset everyone want youll get youre looking play good advice would slow pace game much overwhelming hope see traveler
"Great game, really, I love it! I do think exploration should give more primogems, start releasing more maps, and make the game more f2p for younger or broke players. And why did you stop animating bday arts, making chibis, story quests? It's getting lazy, and feels rushed. And as a huge fan of genshin I really hope you fix this",4,"['great', 'game', 'really', 'love', 'think', 'exploration', 'give', 'primogems', 'start', 'releasing', 'map', 'make', 'game', 'younger', 'broke', 'player', 'stop', 'animating', 'bday', 'art', 'making', 'chibis', 'story', 'quest', 'getting', 'lazy', 'feel', 'rushed', 'huge', 'fan', 'genshin', 'really', 'hope', 'fix']",great game really love think exploration give primogems start releasing map make game younger broke player stop animating bday art making chibis story quest getting lazy feel rushed huge fan genshin really hope fix
"I absolutely am in LOVE WITH THIS GAME! The animation is soo good and the characters OMG! Even the story is very detailed which includes lots of fun side quests to do. You do lots of fighting which is very fun and I love that different characters have different powers to them which makes the characters themselves so UNIQUE! However, the only thing I would say is that when I was introduced to the game it didn't give me like a tutorial to play so I was a bit lost. Overall, I LOVE THIS GAME SO MUCH",5,"['absolutely', 'love', 'game', 'animation', 'soo', 'good', 'character', 'omg', 'even', 'story', 'detailed', 'includes', 'lot', 'fun', 'side', 'quest', 'lot', 'fighting', 'fun', 'love', 'different', 'character', 'different', 'power', 'make', 'character', 'unique', 'however', 'thing', 'would', 'say', 'introduced', 'game', 'didnt', 'give', 'like', 'tutorial', 'play', 'bit', 'lost', 'overall', 'love', 'game', 'much']",absolutely love game animation soo good character omg even story detailed includes lot fun side quest lot fighting fun love different character different power make character unique however thing would say introduced game didnt give like tutorial play bit lost overall love game much
"I have been playing since version 2.4, I am a f2p player. I am AR 60 and I have been able to participate in all end game content, I do not always reach max rewards. I love the story, the exploration was fantastic from entering to finding the last chest that gives you map completion! The lore is great and well layered, the more you dig the more you get. the character, and art is lovely, but definitely showing a lot of skin on models that are more then human should. love it!",5,"['playing', 'since', 'version', 'player', 'able', 'participate', 'end', 'game', 'content', 'always', 'reach', 'max', 'reward', 'love', 'story', 'exploration', 'fantastic', 'entering', 'finding', 'last', 'chest', 'give', 'map', 'completion', 'lore', 'great', 'well', 'layered', 'dig', 'get', 'character', 'art', 'lovely', 'definitely', 'showing', 'lot', 'skin', 'model', 'human', 'love']",playing since version player able participate end game content always reach max reward love story exploration fantastic entering finding last chest give map completion lore great well layered dig get character art lovely definitely showing lot skin model human love
"The game is becoming so bad, taking so much storage, fan service, must have five stars to do certain reactions. But worst of that, it's becoming less f2p friendly,the company is becoming more and more greedy, 60 pulls only this patch when TWO NEW CHARACTERS are coming out next patch? Wow💔 it's creating its own downfall yo.",1,"['game', 'becoming', 'bad', 'taking', 'much', 'storage', 'fan', 'service', 'must', 'five', 'star', 'certain', 'reaction', 'worst', 'becoming', 'less', 'friendlythe', 'company', 'becoming', 'greedy', 'pull', 'patch', 'two', 'new', 'character', 'coming', 'next', 'patch', 'wow', 'creating', 'downfall']",game becoming bad taking much storage fan service must five star certain reaction worst becoming less friendlythe company becoming greedy pull patch two new character coming next patch wow creating downfall
"I used to love this game and played it daily, but after Sumeru the endless, unskippable dialogue ruined it. I’m not sitting through hours of boring conversations for side quests. It stopped being fun and started feeling like a chore. The pity system is bad, and the gameplay drops off hard midgame. It has potential, but it wastes your time and +30GB of space. I wouldn’t recommend it. Edit: I just found out this game actually has a skip button for Hangout Quests but not the others. They playin fr",1,"['used', 'love', 'game', 'played', 'daily', 'sumeru', 'endless', 'unskippable', 'dialogue', 'ruined', 'sitting', 'hour', 'boring', 'conversation', 'side', 'quest', 'stopped', 'fun', 'started', 'feeling', 'like', 'chore', 'pity', 'system', 'bad', 'gameplay', 'drop', 'hard', 'midgame', 'potential', 'waste', 'time', 'space', 'wouldnt', 'recommend', 'edit', 'found', 'game', 'actually', 'skip', 'button', 'hangout', 'quest', 'others', 'playin']",used love game played daily sumeru endless unskippable dialogue ruined sitting hour boring conversation side quest stopped fun started feeling like chore pity system bad gameplay drop hard midgame potential waste time space wouldnt recommend edit found game actually skip button hangout quest others playin
"The amount of exploration content is going down over time, nowadays new characters all want specific teams with other new characters, and the pulls alloted for the gacha system are also going down despite all this. Sad.",1,"['amount', 'exploration', 'content', 'going', 'time', 'nowadays', 'new', 'character', 'want', 'specific', 'team', 'new', 'character', 'pull', 'alloted', 'gacha', 'system', 'also', 'going', 'despite', 'sad']",amount exploration content going time nowadays new character want specific team new character pull alloted gacha system also going despite sad
"DISAPPOINTING. INCONVENIENT EVERYTHING SO PLAYERS FAULT, GRINDING & PULLING PLAYERS FAULT, CREDITS RESPONSIBILTY KNOWS PRIORITY, PATHFIND IN SETTINGS TO GRIND. DISAPPOINTING. players demand for convience. not worth a merit for. it was simple nice game grind this for that but for some reason its not that rewarding. no wonder all the player that is loyal can just blast this kind of experience.",1,"['disappointing', 'inconvenient', 'everything', 'player', 'fault', 'grinding', 'pulling', 'player', 'fault', 'credit', 'responsibilty', 'know', 'priority', 'pathfind', 'setting', 'grind', 'disappointing', 'player', 'demand', 'convience', 'worth', 'merit', 'simple', 'nice', 'game', 'grind', 'reason', 'rewarding', 'wonder', 'player', 'loyal', 'blast', 'kind', 'experience']",disappointing inconvenient everything player fault grinding pulling player fault credit responsibilty know priority pathfind setting grind disappointing player demand convience worth merit simple nice game grind reason rewarding wonder player loyal blast kind experience
"story is great, animations have drasticly improved. The events havr becomr very lack lustere and are a drag to play. Make some tempory events petminate expecially lore heavly events. I find genshin has become very expenise where characters need specific characters to ""fix"" theit issues just by creating an exclusive charcater for them. End contant has become dry nothing invative to keep players in. Genshin feels like the cheap and nostalgic option when comes to gatcha games.",2,"['story', 'great', 'animation', 'drasticly', 'improved', 'event', 'havr', 'becomr', 'lack', 'lustere', 'drag', 'play', 'make', 'tempory', 'event', 'petminate', 'expecially', 'lore', 'heavly', 'event', 'find', 'genshin', 'become', 'expenise', 'character', 'need', 'specific', 'character', 'fix', 'theit', 'issue', 'creating', 'exclusive', 'charcater', 'end', 'contant', 'become', 'dry', 'nothing', 'invative', 'keep', 'player', 'genshin', 'feel', 'like', 'cheap', 'nostalgic', 'option', 'come', 'gatcha', 'game']",story great animation drasticly improved event havr becomr lack lustere drag play make tempory event petminate expecially lore heavly event find genshin become expenise character need specific character fix theit issue creating exclusive charcater end contant become dry nothing invative keep player genshin feel like cheap nostalgic option come gatcha game
"I'm editing my comment because I felt that the creator gave F2P and Welkin spenders a disadvantage from the recent patches. The scarce events, the new map with only less than 10 wishes, the, the developers focusing in the Miliastra Wonderland. I play the game to enjoy the game, the exploration, the events, the story but the devs got a lil more greedy in giving us players a lil support but focuses more in the useless miliastra (that can be optional) like what is happening in the main game?? 🥱",1,"['editing', 'comment', 'felt', 'creator', 'gave', 'welkin', 'spender', 'disadvantage', 'recent', 'patch', 'scarce', 'event', 'new', 'map', 'less', 'wish', 'developer', 'focusing', 'miliastra', 'wonderland', 'play', 'game', 'enjoy', 'game', 'exploration', 'event', 'story', 'devs', 'got', 'lil', 'greedy', 'giving', 'player', 'lil', 'support', 'focus', 'useless', 'miliastra', 'optional', 'like', 'happening', 'main', 'game']",editing comment felt creator gave welkin spender disadvantage recent patch scarce event new map less wish developer focusing miliastra wonderland play game enjoy game exploration event story devs got lil greedy giving player lil support focus useless miliastra optional like happening main game
"make every single quest have primogem rewards just scale it off time to complete and difficulty i cant stand 1 hour long quests for like 10 exp books, very bad reward system even for a free game, lets not even talk about paywalling core game mechanics (lunar reaction) and how that affects everybody if you consider that to be successful in this game you have to quit your own real life job to get the required resources to be able to even pull off a good team nowadays",1,"['make', 'every', 'single', 'quest', 'primogem', 'reward', 'scale', 'time', 'complete', 'difficulty', 'cant', 'stand', 'hour', 'long', 'quest', 'like', 'exp', 'book', 'bad', 'reward', 'system', 'even', 'free', 'game', 'let', 'even', 'talk', 'paywalling', 'core', 'game', 'mechanic', 'lunar', 'reaction', 'affect', 'everybody', 'consider', 'successful', 'game', 'quit', 'real', 'life', 'job', 'get', 'required', 'resource', 'able', 'even', 'pull', 'good', 'team', 'nowadays']",make every single quest primogem reward scale time complete difficulty cant stand hour long quest like exp book bad reward system even free game let even talk paywalling core game mechanic lunar reaction affect everybody consider successful game quit real life job get required resource able even pull good team nowadays
"horrible user experience. the developers of the game never listen to their fanbase and have stopped giving us meaningful quality of life updates , we are not getting enough rewards for doing new content—which is bad because there are so many anticipated characters upcoming in the next updates. the meta is so restrictive and not as fun as it used to be, it's either go all oitr with a premium team or just struggle with a barely functioning 5 star.",1,"['horrible', 'user', 'experience', 'developer', 'game', 'never', 'listen', 'fanbase', 'stopped', 'giving', 'meaningful', 'quality', 'life', 'update', 'getting', 'enough', 'reward', 'new', 'contentwhich', 'bad', 'many', 'anticipated', 'character', 'upcoming', 'next', 'update', 'meta', 'restrictive', 'fun', 'used', 'either', 'oitr', 'premium', 'team', 'struggle', 'barely', 'functioning', 'star']",horrible user experience developer game never listen fanbase stopped giving meaningful quality life update getting enough reward new contentwhich bad many anticipated character upcoming next update meta restrictive fun used either oitr premium team struggle barely functioning star
"i been playing this game like 5 years and i love this game im in love with the lore specifically but u guys need to remove miliastra wonderland and give us some real rewards we cant even get a 60 wishes??? im not f2p but even I am struggling with gacha that's messed up and because I'm struggling I dont even want to spend money on ur game anymore and dont get me started with miliastra wonderland GOD IT SO BAD, like all the quality of the game has been so bad because of it, like 3gb of nothingness",1,"['playing', 'game', 'like', 'year', 'love', 'game', 'love', 'lore', 'specifically', 'guy', 'need', 'remove', 'miliastra', 'wonderland', 'give', 'real', 'reward', 'cant', 'even', 'get', 'wish', 'even', 'struggling', 'gacha', 'thats', 'messed', 'struggling', 'dont', 'even', 'want', 'spend', 'money', 'game', 'anymore', 'dont', 'get', 'started', 'miliastra', 'wonderland', 'god', 'bad', 'like', 'quality', 'game', 'bad', 'like', 'nothingness']",playing game like year love game love lore specifically guy need remove miliastra wonderland give real reward cant even get wish even struggling gacha thats messed struggling dont even want spend money game anymore dont get started miliastra wonderland god bad like quality game bad like nothingness
"The game overall plays well. When you start you flow really well, especially if you enjoy exploration. Quests are good, but the characters don't have very many skin tones. There is some cultural representation, but no skin representation. If you want a game to play for fun to explore and you don't really care about skin color, it is a good game. After awhile, though, getting primogems and characters gets really hard. It eventually gets to a point where the only source is dailys or bought primos.",4,"['game', 'overall', 'play', 'well', 'start', 'flow', 'really', 'well', 'especially', 'enjoy', 'exploration', 'quest', 'good', 'character', 'dont', 'many', 'skin', 'tone', 'cultural', 'representation', 'skin', 'representation', 'want', 'game', 'play', 'fun', 'explore', 'dont', 'really', 'care', 'skin', 'color', 'good', 'game', 'awhile', 'though', 'getting', 'primogems', 'character', 'get', 'really', 'hard', 'eventually', 'get', 'point', 'source', 'daily', 'bought', 'primo']",game overall play well start flow really well especially enjoy exploration quest good character dont many skin tone cultural representation skin representation want game play fun explore dont really care skin color good game awhile though getting primogems character get really hard eventually get point source daily bought primo
"hoyo be releasing more characters, yet giving less amount of primogem and game content that makes us barely survive the game as a f2p player. I know your purpose hoyo, but stop being GREEDY. don't get me wrong, a lot of people still love this game including me but it seems like this game is going to lose more player.",1,"['hoyo', 'releasing', 'character', 'yet', 'giving', 'less', 'amount', 'primogem', 'game', 'content', 'make', 'barely', 'survive', 'game', 'player', 'know', 'purpose', 'hoyo', 'stop', 'greedy', 'dont', 'get', 'wrong', 'lot', 'people', 'still', 'love', 'game', 'including', 'seems', 'like', 'game', 'going', 'lose', 'player']",hoyo releasing character yet giving less amount primogem game content make barely survive game player know purpose hoyo stop greedy dont get wrong lot people still love game including seems like game going lose player
"it has been 5 years, going into the 6th, and this game still averages 60 pulls per patch while having the worst base gacha system out of all their other games WHILE ignoring the QoL changes that those other games had gotten on launch. stop putting all your energy into Miliastra Wonderland and start putting it back into your actual game.",1,"['year', 'going', 'game', 'still', 'average', 'pull', 'per', 'patch', 'worst', 'base', 'gacha', 'system', 'game', 'ignoring', 'qol', 'change', 'game', 'gotten', 'launch', 'stop', 'putting', 'energy', 'miliastra', 'wonderland', 'start', 'putting', 'back', 'actual', 'game']",year going game still average pull per patch worst base gacha system game ignoring qol change game gotten launch stop putting energy miliastra wonderland start putting back actual game
"I've been a player as of November 2022, and I have to say, the game has certainly improved a lot since then. Especially when it comes to the recent Archon quests (Luna IV) I have noticed a huge improvement when it comes to the cutscenes, character detail etc. I can truly say that I do enjoy these recent updates, despite how many genshin players have complained a lot about mostly valid things, such as the lack of a skip button and how the main story have been clearly changed. I still enjoy it!",5,"['ive', 'player', 'november', 'say', 'game', 'certainly', 'improved', 'lot', 'since', 'especially', 'come', 'recent', 'archon', 'quest', 'luna', 'noticed', 'huge', 'improvement', 'come', 'cutscenes', 'character', 'detail', 'etc', 'truly', 'say', 'enjoy', 'recent', 'update', 'despite', 'many', 'genshin', 'player', 'complained', 'lot', 'mostly', 'valid', 'thing', 'lack', 'skip', 'button', 'main', 'story', 'clearly', 'changed', 'still', 'enjoy']",ive player november say game certainly improved lot since especially come recent archon quest luna noticed huge improvement come cutscenes character detail etc truly say enjoy recent update despite many genshin player complained lot mostly valid thing lack skip button main story clearly changed still enjoy
"The only gacha game I have ever seen that gives less rewards as time passes. Not to mention the lack of content, everything a new patch brings is done 100% in 2 days (except the time gated events ofc). Still no dialogue skip button or proper artifact loadouts. QoL we get every patch is stuff that should have been in the game from ver. 2.0. L.E: 22 runs of Stygian done for an ATK% Goblet for Chasca seems they have all evaporated from the game. Also stop lying, you only care about money not input.",1,"['gacha', 'game', 'ever', 'seen', 'give', 'less', 'reward', 'time', 'pass', 'mention', 'lack', 'content', 'everything', 'new', 'patch', 'brings', 'done', 'day', 'except', 'time', 'gated', 'event', 'ofc', 'still', 'dialogue', 'skip', 'button', 'proper', 'artifact', 'loadouts', 'qol', 'get', 'every', 'patch', 'stuff', 'game', 'ver', 'run', 'stygian', 'done', 'atk', 'goblet', 'chasca', 'seems', 'evaporated', 'game', 'also', 'stop', 'lying', 'care', 'money', 'input']",gacha game ever seen give less reward time pass mention lack content everything new patch brings done day except time gated event ofc still dialogue skip button proper artifact loadouts qol get every patch stuff game ver run stygian done atk goblet chasca seems evaporated game also stop lying care money input
"where is the justice in this game? us players try to keep up everything yet you don't give us enough. in Honkai, hoyoverse gives plenty, yet in genshin, where are our pulls? this is just a one game problem where this game gives less pulls but is the most popular. genshin is the problem, hoyo should treat us, players with pride, especially since many of us switched games because of your small pull count. and also, give genshin a skip button, it makes the game playable and more torelable.",1,"['justice', 'game', 'player', 'try', 'keep', 'everything', 'yet', 'dont', 'give', 'enough', 'honkai', 'hoyoverse', 'give', 'plenty', 'yet', 'genshin', 'pull', 'one', 'game', 'problem', 'game', 'give', 'less', 'pull', 'popular', 'genshin', 'problem', 'hoyo', 'treat', 'player', 'pride', 'especially', 'since', 'many', 'switched', 'game', 'small', 'pull', 'count', 'also', 'give', 'genshin', 'skip', 'button', 'make', 'game', 'playable', 'torelable']",justice game player try keep everything yet dont give enough honkai hoyoverse give plenty yet genshin pull one game problem game give less pull popular genshin problem hoyo treat player pride especially since many switched game small pull count also give genshin skip button make game playable torelable
i have been playing genshin for almost 5 yrs now...its almost a daily part of my life i do love the story and the charcters...but what good is it if i cant pull for the characters I love just because there isnt enough in game currency to guaranty the characters i want....i cant spend too much on the game and if with each patch u guys give out less and less primos just give out atleast to hit soft pity per patch...so that we can actually enjoy the game instead of being disappointed,1,"['playing', 'genshin', 'almost', 'yr', 'nowits', 'almost', 'daily', 'part', 'life', 'love', 'story', 'charctersbut', 'good', 'cant', 'pull', 'character', 'love', 'isnt', 'enough', 'game', 'currency', 'guaranty', 'character', 'wanti', 'cant', 'spend', 'much', 'game', 'patch', 'guy', 'give', 'less', 'less', 'primo', 'give', 'atleast', 'hit', 'soft', 'pity', 'per', 'patchso', 'actually', 'enjoy', 'game', 'instead', 'disappointed']",playing genshin almost yr nowits almost daily part life love story charctersbut good cant pull character love isnt enough game currency guaranty character wanti cant spend much game patch guy give less less primo give atleast hit soft pity per patchso actually enjoy game instead disappointed
